132	90
38	79
52	74
38	14
24	35
73	69
86	22
52	7
14	1
16	32
68	15
44	1
30	126
52	51
75	69
29	35
14	62
52	1
27	22
55	40
68	22
35	78
38	52
14	127
73	83
77	35
52	62
30	79
84	26
55	82
35	64
52	46
52	109
51	62
55	10
49	61
86	35
44	11
38	22
44	55
24	22
73	9
14	126
55	16
55	100
44	126
49	35
28	110
27	35
68	35
13	32
27	8
61	76
52	126
21	84
21	35
21	79
52	0
55	133
128	18
21	8
12	35
36	61
37	127
24	61
55	97
68	32
44	79
36	35
55	48
9	75
38	35
54	32
38	8
5	116
78	31
27	43
9	18
16	54
11	34
41	9
38	32
